balance_id,company_id,year,month,cash,inventory,accounts_receivable,fixed_assets,accounts_payable,short_term_debt,long_term_debt,equity
9355,4,2024,9,762849,462255,303874,636062,60445,271978,1384062,3018508
9356,1,2022,1,330835,492549,336398,2912377,290146,351221,1166372,4025212
9357,1,2024,10,988894,338247,70078,1305085,63459,116618,453488,3331478
9358,1,2021,6,976018,66801,236155,2593015,238113,298225,1367990,1453387
9359,1,2025,11,282282,429453,286918,1323939,149418,103529,580420,1861138
9360,3,2025,2,927091,102922,354937,2086997,210617,372295,1299674,3490431
9361,1,2024,8,826146,376605,334623,1608260,234164,366669,689456,4181680
9362,1,2023,11,644177,377310,271651,700598,285260,364392,626319,795761
9363,2,2023,7,993774,202165,369661,1989652,229413,105560,1432306,792671
9364,4,2024,12,514925,243963,291529,2506678,188801,213395,563392,2479636
9365,1,2021,11,573622,422293,198110,836256,219867,198077,1403890,3262794
9366,4,2023,7,723301,77178,391733,2760988,80802,171548,1744904,1896891
9367,1,2022,6,868752,81571,391382,307994,164785,259303,703883,4988866
9368,3,2023,4,915251,219997,381389,2280076,237314,50566,1620907,4119792
9369,2,2024,9,146074,389421,321850,642625,223658,167916,279769,2891234
9370,5,2023,9,337968,384254,152380,530978,255394,144946,504669,2868430
9371,1,2023,11,167140,242628,348693,616435,203807,230125,350210,4595129
9372,4,2023,9,287393,102755,270499,2375725,133729,141165,771057,3685305
9373,4,2022,5,979999,103541,269537,1823498,145595,397129,1980228,2014233
9374,2,2023,7,486961,118340,365790,940141,187753,106859,339964,3141190
9375,1,2023,7,555141,272962,298065,1456092,299066,320726,1709830,3035924
9376,1,2022,7,458651,204856,206605,1584510,102931,89383,811460,1920290
9377,1,2023,10,320465,262579,391777,1018773,277959,323022,1036451,1158589
9378,2,2021,3,812454,87588,353492,2724167,206294,293692,1326795,3302548
9379,3,2025,4,386708,54557,61449,662183,263370,202841,1223487,4950747
9380,4,2025,2,967428,373907,348470,2736665,117526,350170,1591855,4450306
9381,5,2021,12,325174,185040,109144,1010043,234973,252585,274727,4014821
9382,1,2025,7,102003,420451,202074,459926,104624,80146,845886,3828826
9383,2,2023,2,314377,440248,88969,1228223,210549,129687,689378,948700
9384,5,2024,2,600966,245372,134751,752386,239236,104527,1328602,4542464
9385,2,2025,4,832557,369482,93154,504520,290152,240092,1738570,921297
9386,1,2021,7,883633,185726,125330,1425462,54617,313940,1396662,3145072
9387,1,2021,12,443683,257742,271671,2570241,138611,195375,388705,1704518
9388,2,2023,4,823335,104378,357601,1699390,205130,65512,1899573,3374303
9389,3,2021,1,410056,66686,63917,1808146,279912,193131,1955829,1223850
9390,4,2023,7,898555,388184,161598,2802722,237985,295731,1002177,2590767
9391,5,2022,6,763540,255037,239508,2880468,221886,382961,1156546,3555423
9392,4,2024,8,102782,259172,104397,464077,182029,276238,1170583,3621179
9393,2,2021,7,108731,446101,173066,2056161,251203,256390,1898803,2826127
9394,5,2022,1,974978,60247,200496,1187435,116644,103951,1199126,938857
9395,3,2025,3,297529,121814,354974,624232,117389,294438,928191,1985007
9396,3,2021,10,193418,419254,169531,2778020,230621,316906,1337256,3676407
9397,4,2025,1,665447,463389,179916,1963504,178112,197249,1112344,3264364
9398,5,2022,5,640465,339692,379336,2810798,162604,77334,828581,3222634
9399,2,2025,5,172555,382077,280331,1487693,294389,91565,447475,4440246
9400,3,2021,4,199542,296854,382581,2067589,54409,300290,321436,4296226
9401,5,2022,4,283408,334376,246283,2060658,81519,240215,1254616,1851409
9402,5,2024,8,284844,317976,73675,797204,128907,346935,1684764,3206215
9403,4,2021,4,682843,341201,378808,1084947,195707,244601,974452,1110578
9404,2,2023,12,949278,409687,271608,2186960,62490,388777,785502,1469809
9405,3,2024,12,884441,195804,122642,1079559,299229,119225,1474569,1409798
9406,3,2024,5,450213,451851,237571,1256495,78791,168537,391055,4345686
9407,2,2023,11,934275,405781,115275,2691876,192620,184219,562771,2751673
9408,4,2023,3,731983,113235,127912,753672,135605,76890,1629411,3725768
9409,3,2025,10,105651,489493,51893,2739001,275840,82096,260686,1306215
9410,4,2021,7,889777,285548,386231,681046,298854,143463,434655,2212330
9411,4,2025,6,411519,314718,195740,2258174,95771,332604,620717,848048
9412,1,2024,7,526600,358754,86288,1984110,152622,192139,738376,1566140
9413,5,2024,8,629926,419422,61356,322868,132282,214181,784797,1745660
9414,3,2023,12,139822,133131,378999,346220,98285,230424,649445,4720091
9415,2,2024,8,342706,155587,123145,1405663,73289,79531,1005268,3203592
9416,5,2025,3,659786,109296,128858,2470610,258853,123384,974847,1103744
9417,4,2025,1,875447,79974,320245,1120812,103316,264768,767372,2361794
9418,5,2021,7,508609,346090,201990,2401851,177325,315066,1192314,2658850
9419,3,2025,10,698627,271562,238880,1669122,283778,189719,1390797,4701925
9420,2,2025,10,589972,451132,140021,2427862,143529,269641,277037,2032512
9421,4,2025,10,259538,479604,282488,1928998,106726,284265,884344,1470875
9422,4,2022,1,425779,373360,392756,1660729,217410,193857,1865414,533975
9423,5,2023,6,790568,378738,55285,1098257,264004,387495,529449,3174393
9424,2,2021,6,973422,468051,389950,2982657,115663,314795,718677,3280395
9425,2,2022,6,856638,110436,276688,496751,242955,370955,1120682,3618984
9426,2,2022,1,149378,150961,180721,2380866,123220,97539,1684648,2262133
9427,3,2022,12,243501,132330,375430,2149071,277822,135187,837299,4494711
9428,4,2021,11,971816,461665,177626,913323,239766,82053,715313,1911408
9429,1,2021,12,953482,362163,91303,1171140,146394,143521,628617,2903754
9430,5,2025,11,208182,210234,365786,580262,205315,352023,753813,2052492
9431,2,2024,3,526324,171189,231706,1779197,191660,382201,509925,3160522
9432,5,2025,11,359882,372581,62398,2086915,82829,61719,1610499,4135208
9433,1,2022,10,612295,225506,261585,2789822,298570,223997,873361,3915111
9434,4,2024,6,756465,461672,317285,958253,297637,122324,505386,1176983
9435,4,2022,5,493172,139461,250362,2669807,140862,362337,1785759,2254381
9436,5,2024,1,752394,384444,165678,1092940,245528,77318,753327,4635625
9437,5,2023,8,919367,172214,223948,1857670,56787,228980,1979289,2550004
9438,1,2023,3,939899,354052,244769,2947689,223043,290296,1042809,2624310
9439,3,2025,10,522309,332902,102802,455161,274031,358427,1752411,2312499
9440,3,2025,3,639383,366123,244111,1393464,112760,388903,1248797,3473307
9441,3,2024,12,449414,218371,275239,2193731,110810,89130,1853896,1178571
9442,3,2022,1,367939,175372,212420,2065730,63672,136339,1680336,844776
9443,5,2021,8,623109,439139,216865,1340561,178313,164673,879020,2207242
9444,2,2024,8,217209,203200,222490,1018833,262713,222198,490986,3616525
9445,5,2022,2,575596,474264,292798,1741500,242695,199240,1897094,2759643
9446,3,2024,10,896504,191220,91555,1278050,79343,91934,1489273,658415
9447,5,2024,7,156792,168764,333272,612797,55798,166480,858338,1748517
9448,2,2025,5,702238,183093,295834,373462,267539,351506,1864497,4555430
9449,2,2021,2,286265,218254,102356,1762467,265050,110614,497508,2201052
9450,1,2022,11,557164,431642,196131,765717,253232,110221,754243,1516335
9451,5,2023,3,243024,279957,93254,557656,153036,182289,343385,3414398
9452,2,2022,1,505155,218372,65236,2838171,215613,155249,567610,2233882
9453,3,2024,1,337147,232851,321794,2985065,223796,302987,1307233,3050624
9454,1,2024,5,770647,239733,119090,785398,158167,278650,815880,993157
9455,4,2023,5,881452,231116,359870,2193947,185722,335961,1556084,923450
9456,4,2022,3,974307,340255,357912,681122,103586,174030,1063292,3274108
9457,3,2023,10,346660,454711,256405,726124,158929,176101,1505787,676929
9458,4,2021,10,970035,370256,324951,498170,126285,130758,249153,1400135
9459,2,2022,10,589250,365485,109320,2055960,178748,340718,1299108,902658
9460,4,2025,7,602383,132121,364646,483160,104992,116116,875229,3170807
9461,1,2021,11,786001,332068,78692,2492230,113228,386808,955004,4900415
9462,3,2024,9,227326,442482,355204,1164021,74782,396443,1316825,4786549
9463,2,2021,12,999431,239765,225297,1916657,112713,132690,1758322,4238526
9464,2,2024,2,329189,170629,82646,828988,51840,372641,1330550,3324149
9465,4,2024,8,755498,235614,122416,2833724,281164,366088,488705,1296620
9466,2,2024,10,968019,478830,238889,496478,247698,304150,1387345,3369646
9467,3,2024,8,403969,94045,62523,1187084,277952,357342,1998299,963078
9468,4,2025,3,759255,418473,199472,2904887,299726,178065,767974,3212516
9469,4,2022,5,874630,103275,161375,2053392,97796,95479,347231,615375
9470,4,2021,5,424377,391648,258989,2320186,210468,76500,1996900,2156073
9471,4,2022,5,278805,485231,104506,542155,277065,182867,922362,572388
9472,4,2024,3,747112,275462,214207,750874,285550,360890,1958928,4830926
9473,4,2021,9,156285,240577,320898,1109471,58940,83676,1918989,3093514
9474,1,2024,1,108768,278839,232808,784884,224271,326806,1387532,4167321
9475,1,2022,9,171595,489188,340307,2955756,130054,242020,886719,3928896
9476,4,2022,9,868975,389690,381032,1396031,254100,121238,1431816,3037606
9477,1,2023,3,242951,254489,226832,2327545,161559,183263,1536556,3910884
9478,1,2025,7,735674,390793,358484,877925,119993,305790,1140724,3511630
9479,1,2021,5,711778,452785,204608,2204714,266494,236827,623830,2270859
9480,3,2024,11,624702,87959,108816,984500,256044,170209,1212621,567457
9481,1,2024,5,865348,290256,140091,323094,171662,92019,1523478,3467581
9482,4,2023,1,464363,470710,338212,2507369,195126,168221,1482697,2302626
9483,3,2024,4,250563,429798,165671,2252098,172826,64766,1296001,1551623
9484,1,2025,7,379311,212092,392201,507442,205172,172507,1740060,4415155
9485,3,2022,11,797301,424698,240991,1804716,248333,376315,1441708,2555234
9486,5,2022,7,907047,435876,78592,820404,135357,109689,967698,4263760
9487,5,2021,4,314436,435477,238981,2611229,76528,172639,1501578,4855041
9488,4,2025,3,321534,338272,140401,2607549,55090,51227,1336782,3555622
9489,4,2025,12,317651,189459,384386,1961827,271200,253695,1827499,880725
9490,3,2021,8,113491,394839,50823,636060,296124,91456,1700902,712368
9491,5,2021,6,783134,180724,320255,732211,294512,137211,957982,3080393
9492,4,2021,10,206397,97830,218040,1456598,228411,355560,557331,4142301
9493,4,2021,4,283899,52668,151730,1111063,74992,154471,1746648,2618803
9494,4,2023,2,243326,266862,331363,2459740,286356,255109,1373276,694114
9495,3,2022,3,794453,159080,104315,2222469,170921,202512,458650,4395178
9496,2,2023,2,487577,470803,140330,1111479,295844,311173,606132,1420915
9497,3,2022,1,115600,249469,218995,1379129,234777,92795,537697,1120888
9498,2,2022,11,102440,400274,63665,868625,64699,344013,406521,4442849
9499,3,2022,7,467940,240409,110319,1991000,152877,108971,307861,3290090
9500,5,2022,2,449883,284462,56312,2741143,93879,159626,303680,3846478
9501,2,2021,5,517257,277440,319994,636148,223603,98679,422990,4601837
9502,1,2022,8,121920,419024,103282,1710965,276061,325413,1122987,1587993
9503,3,2022,6,634773,471019,340306,2363097,124843,203433,976513,3772023
9504,2,2022,6,109346,262844,117993,2009964,223935,374367,804535,2259211
9505,1,2021,3,422351,273090,105190,2749823,136002,63408,844519,2869384
9506,5,2021,5,641553,461485,134789,583138,178354,259320,643841,2672383
9507,4,2021,2,217735,422339,382772,2970217,124546,75128,1653735,519495
9508,1,2023,10,693417,59527,260764,666496,233460,346115,1756810,4640193
9509,1,2025,4,596586,134965,82937,1444959,218199,227877,730833,2035491
9510,1,2021,7,169560,486806,193636,2370378,242986,227363,1560861,4204460
9511,3,2024,7,866235,269082,106933,1070440,153366,185360,598043,1541389
9512,1,2021,4,329188,398644,142318,2787575,256407,241285,1889776,2847593
9513,1,2023,11,377629,214334,156348,2534344,159729,241450,1433572,1437332
9514,4,2024,6,977725,147777,122449,1028698,219138,337827,1743780,3057591
9515,1,2025,11,281160,323939,63761,780197,107210,324020,1898798,553865
9516,4,2023,4,840822,490882,125339,2463326,159875,188607,508052,2127980
9517,5,2023,4,497177,498569,85020,359096,170368,326207,1406253,1743694
9518,1,2024,2,903466,495295,153125,563093,73640,61778,770009,1754015
9519,3,2025,9,341165,274314,367634,2389879,237648,169801,480294,2055163
9520,5,2023,3,277138,408043,134172,2765750,159502,74800,411349,3561898
9521,5,2023,4,422228,349777,259301,2569612,135186,94743,390849,725026
9522,2,2021,7,295457,173041,54810,1367595,297752,106762,1176811,4279772
9523,3,2021,5,274863,351490,159982,768904,234222,369398,856019,2632082
9524,4,2021,2,701417,316422,105964,1070781,223148,319715,851014,4602826
9525,2,2021,10,485234,76969,141262,380677,179510,181935,1397205,4185645
9526,4,2024,9,405413,302264,118933,2558948,138207,107982,708368,2789145
9527,3,2025,9,174552,354254,382451,1377847,70499,83093,1051602,1036907
9528,1,2022,8,191528,139521,327361,1702550,211904,278846,1548355,3765094
9529,5,2022,5,960661,51678,75122,1808438,58622,330230,1256195,2196096
9530,3,2022,2,107258,211171,133012,2208145,217368,363088,1256617,2488015
9531,3,2021,2,632836,361256,276154,2296942,294388,312845,1681718,4511082
9532,1,2023,10,699377,246271,85425,1595016,50553,347487,908688,4475790
9533,3,2025,9,547633,56069,54734,743338,220411,99725,469061,1604214
9534,1,2024,4,940877,292264,200227,1411095,194371,99033,262450,4958025
9535,2,2022,12,702357,158831,87214,2052525,60287,336570,309166,3730203
9536,4,2021,9,678664,200151,372202,825059,126659,388011,1110531,1099410
9537,4,2023,5,192663,463837,277679,2970908,175527,315983,1287314,1302235
9538,2,2021,3,948101,125648,163518,636055,238669,353426,1479613,3051663
9539,1,2025,6,738561,354983,62212,1195599,52772,234039,639977,2691450
9540,4,2023,4,169108,149431,363625,2066385,244047,116798,1343295,3052484
9541,5,2025,12,825882,105496,281733,2023940,69569,190772,1324394,3676009
9542,3,2021,9,250687,74238,221352,2472828,81462,258779,1976902,4288220
9543,5,2025,6,211296,429117,176726,530021,273572,178972,487253,759000
9544,2,2023,7,324334,468030,301774,938240,248866,245745,555038,2541880
9545,1,2022,6,818020,65444,379781,798922,139925,268492,1541802,3200820
9546,1,2023,6,749936,237025,118082,1850811,105430,307901,825438,1773217
9547,2,2021,7,825667,430419,51452,604270,249797,349278,383254,738771
9548,1,2025,12,440341,372126,269833,1864893,95361,397211,1096487,3858959
9549,1,2022,5,162719,147206,153436,1660417,52669,254067,600290,4260407
9550,4,2024,10,986207,412044,67184,804324,275937,99008,904875,4361707
9551,3,2022,1,992688,419898,236746,2005599,132799,149494,1376326,4757489
9552,1,2025,9,182490,197322,131258,569592,225445,298117,247331,4093993
9553,2,2021,9,933030,111029,198619,2265690,223339,228585,1701139,4990819
9554,1,2024,6,820005,136164,333612,935110,289518,339334,1386398,3174447
9555,4,2021,3,172358,61253,274237,1550933,50899,374826,1442622,4207993
9556,3,2024,12,709025,269377,251857,1467516,142632,293795,1417569,2254139
9557,5,2022,1,135510,155642,109184,505420,85877,154036,816401,4002319
9558,4,2022,4,619317,301788,349103,1829798,64333,252770,1810937,4121037
9559,4,2023,4,217253,208961,98967,2035294,137970,169792,1577400,1825594
9560,1,2025,2,906930,281385,54646,1602453,181438,234274,1427618,3815283
9561,1,2022,6,395836,328650,302943,2101627,80823,332914,1556713,3963468
9562,2,2022,11,287923,398758,177020,2719740,232630,365260,1830807,1158661
9563,4,2025,1,161512,400215,160801,1076655,226406,80146,1244899,2292680
9564,2,2022,7,755344,176315,375472,871892,174978,273099,1771849,2138056
9565,3,2021,4,336934,76991,63571,1304818,95062,220837,739619,770244
9566,5,2024,9,962685,423570,181600,1945423,84484,386286,1405188,2321568
9567,5,2021,5,516168,398500,286962,1338953,194909,253990,1025394,2232716
9568,4,2021,5,846040,213859,76097,1717496,220650,266393,1677188,3411456
9569,3,2025,4,788198,80275,127162,726345,285126,313028,1882223,4069890
9570,3,2023,7,304331,366709,59025,972004,146131,89336,796013,2248225
9571,3,2025,8,176254,251127,145379,2583650,235730,329979,218606,1869410
9572,4,2024,5,627354,332939,185192,2050008,95537,179905,541033,892326
9573,2,2022,2,848317,277915,260710,2695654,177403,163522,410390,3618685
9574,5,2021,8,185982,251981,290000,460583,215096,349353,1284478,2752006
9575,4,2025,8,637371,449437,206652,1923970,285641,69841,893413,1060781
9576,4,2023,5,720911,130163,140723,2562030,265259,154928,1458581,2319873
9577,5,2022,11,280026,382743,311555,2372759,178408,304594,946358,3613615
9578,3,2024,3,780326,447919,328893,2129294,85394,83900,1276244,709424
9579,3,2024,9,629146,299816,86560,637036,126217,257546,1588911,3169582
9580,4,2023,10,664746,351749,312794,1157097,200282,335909,1873968,1215402
9581,2,2021,12,836304,307665,390140,2364666,139177,59239,1148492,3536357
9582,3,2022,1,626784,375735,221246,349837,94428,270985,395214,3780536
9583,4,2021,6,210138,196513,268427,2255541,181817,364896,1512983,813334
9584,1,2025,12,900535,261641,202107,2014225,245714,395781,1507410,3910276
9585,5,2025,6,695548,306707,338382,445277,81685,329700,1151445,3275676
9586,5,2021,4,785729,389218,158679,1977191,193630,64320,1564297,1829405
9587,1,2023,5,821958,339433,262691,2675160,199418,330737,1547000,4868708
9588,1,2021,3,424582,227047,227319,1292642,170985,297203,555247,3805798
9589,3,2023,10,862228,81641,274657,745928,151032,152352,1076776,3836379
9590,2,2025,4,181402,370239,74398,1493459,222176,201250,1004786,4658789
9591,4,2022,6,506971,113788,347453,1431093,180229,115463,415054,592263
9592,2,2022,5,925593,157407,265370,1749169,127847,83492,692222,2870273
9593,3,2022,7,261256,87946,162544,605781,185114,352687,283101,1249935
9594,2,2021,11,975956,61453,331627,1022004,64541,152282,975283,786065
9595,5,2021,2,374124,166157,50801,1124420,101696,64074,1043287,1251422
9596,5,2024,4,786937,102650,88377,1869076,228552,184589,959030,1252738
9597,1,2025,12,321548,381645,351985,2177798,73855,288288,729132,1826659
9598,5,2023,1,527198,498961,273297,1537307,129553,302080,1416287,3960608
9599,1,2021,11,318599,237799,257566,2629039,201711,299575,314522,3499083
9600,5,2024,6,835994,453669,150353,2964158,225962,97349,1784011,2706253
9601,2,2024,5,124479,107536,260776,2894168,194055,207105,313072,4635138
9602,4,2022,5,412347,60135,313997,2175937,257593,214184,363237,3020690
9603,1,2021,6,631279,199134,54234,309559,285996,218195,1917130,823488
9604,4,2025,2,186435,127155,101950,1398269,148229,329465,1985958,2054243
9605,4,2023,12,231235,146785,147736,2772993,150087,191151,1254950,517465
9606,2,2023,2,779346,308957,324474,1369491,252725,268883,1059567,2401100
9607,5,2024,1,690201,127317,120998,2535245,159666,179970,1086857,2455437
9608,5,2022,9,736159,94734,360750,2245679,118195,139502,212167,2799694
9609,4,2021,9,691103,251135,118300,820784,250559,73286,874410,4633449
9610,2,2024,9,264404,333544,339649,2956990,104059,234983,1833039,805239
9611,5,2025,11,916411,326981,393571,2761331,95156,360153,1274688,4942203
9612,2,2021,1,996620,443922,77793,340188,53933,70944,1500317,1993281
9613,1,2021,5,864205,414516,318041,2670308,233811,396482,1400632,2294393
9614,1,2024,6,834517,141771,52161,551329,70025,233168,668976,2570905
9615,3,2023,8,283161,438844,119791,1761286,242684,197248,1471694,1930553
9616,2,2022,5,269678,342252,367457,1758850,163952,341468,1515646,1972355
9617,1,2022,12,988120,301894,292389,1736686,140092,379970,1275390,4485049
9618,3,2021,4,382109,122285,122813,2719503,287508,391362,1768870,2676060
9619,4,2022,2,633048,86995,295680,2365498,74736,283442,961961,4467488
9620,2,2021,6,997252,353581,132605,365408,72570,224657,830507,3596367
9621,4,2025,10,241623,461075,110168,612528,195913,106928,772685,2408613
9622,1,2021,1,396856,278304,152365,672083,170346,326436,1268032,2313013
9623,4,2022,11,526467,287356,187509,2044492,254353,293403,955606,4770599
9624,4,2024,8,968388,171547,263050,1043301,72597,192186,1144452,4421933
9625,2,2023,11,165123,283829,90828,2384731,223946,171157,1948425,1533865
9626,5,2022,8,784755,257375,218048,2523521,187943,176030,241284,4382548
9627,5,2021,1,384397,485457,111216,2042908,177191,230601,1320268,1148968
9628,4,2024,9,709229,353338,310916,903480,256295,141763,1820781,3131894
9629,2,2021,7,787297,461344,160597,667731,249887,239682,721652,1767723
9630,1,2022,5,181828,345949,194492,1929609,284523,157610,1249700,4158620
9631,5,2023,12,476400,336511,311359,2748892,255224,375651,903893,2683476
9632,3,2023,1,339504,92843,344536,1210788,58088,164262,938059,1300493
9633,3,2022,2,803824,131540,283451,702464,159673,330623,886941,2919397
9634,2,2023,10,107213,367312,305465,1057176,128654,136751,1431518,1394382
9635,4,2023,3,755353,402492,173192,2267978,292202,349192,961647,3794988
9636,4,2024,2,744285,133009,66742,2311019,80053,125323,1240362,2643720
9637,5,2021,3,819811,185802,114996,1583776,227856,360101,1268054,579494
9638,4,2022,8,343861,316937,158270,2152823,282534,203768,1511267,4736443
9639,3,2025,4,278896,51339,200676,1105570,247362,307542,1532065,1451224
9640,4,2023,2,898852,74953,93796,1947726,222190,243326,1309233,3416494
9641,4,2024,7,103927,493896,395293,1021549,117853,127100,505766,512253
9642,2,2025,8,967557,185487,54590,1066934,51283,153422,862585,2165222
9643,2,2024,12,608719,399493,195479,2249408,274096,83443,1980665,3482354
9644,1,2024,1,160208,243766,276813,608292,255589,124322,1384838,3417697
9645,2,2023,11,861725,498233,79225,421240,294293,195404,1671523,678788
9646,2,2023,4,630609,279260,107553,1020805,60648,323526,322008,2130383
9647,3,2024,11,710003,286669,68172,1841997,249613,362588,802019,3137740
9648,4,2023,7,510878,255223,314372,1533255,214117,74983,1802270,4589304
9649,3,2021,8,524126,427986,281524,2624986,60413,328614,1420903,642228
9650,5,2024,10,709936,441868,394984,1275964,196911,215581,1246860,2486001
9651,2,2023,6,364446,257648,172456,1834851,86928,175266,1967520,3872839
9652,4,2024,3,734131,224987,124011,1938049,63629,95245,560066,2536925
9653,5,2025,6,655246,155158,318722,1799677,138330,353947,1888144,511279
9654,1,2021,2,789838,301159,346890,917700,226122,369388,217149,1592418
9655,5,2022,10,978431,219713,390773,2592201,198379,370521,1263483,3093387
9656,1,2022,6,500496,338892,397463,2977787,155143,192901,1257226,3780745
9657,2,2024,6,527179,445822,67865,2657710,72135,325069,369251,1453522
9658,5,2022,9,208726,315993,266119,885664,175201,84020,560220,4313229
9659,2,2025,11,360301,309228,254788,1838130,181622,79816,1991348,2459829
9660,1,2022,7,928708,375106,126160,879578,273947,77520,417088,3777886
9661,1,2025,8,445697,357615,121012,864658,178671,157233,1658673,2625065
9662,2,2024,6,931961,119660,186838,2936498,88037,347302,640408,1948299
9663,4,2025,4,788628,474674,320333,1937239,108980,354407,1334856,1933514
9664,2,2024,3,673472,386181,183690,748288,197477,317415,1709045,1275444
9665,5,2023,8,646789,351657,125988,2020353,264962,195148,1562380,2787200
9666,2,2024,11,354552,75434,357352,1872711,254106,185871,1171738,1883805
9667,3,2024,8,853436,424355,214907,711767,285490,95134,1125118,989610
9668,2,2023,12,119949,302111,393072,1247364,293389,301735,1854522,4388005
9669,3,2021,6,248463,198751,61204,1424951,60204,294845,944512,2815962
9670,2,2023,9,478867,296718,385596,2803245,57602,322078,257599,4616384
9671,5,2022,5,428718,238180,175776,2873781,297760,130305,1672724,1669701
9672,2,2023,6,569895,492148,395006,2703469,150359,308280,897144,2008215
9673,4,2023,6,845274,484829,323027,460559,145546,236922,683876,3287938
9674,3,2024,2,220348,482641,85282,1323591,78959,171347,258966,1708138
9675,4,2024,5,852899,51321,382243,932646,220816,275584,1627348,2441597
9676,1,2021,1,633129,300971,273851,2975296,104933,147281,1203634,1051132
9677,1,2022,11,791437,51874,255076,1636123,208378,95206,1213691,2196259
9678,5,2024,10,642341,254553,346540,1567879,154387,86102,745619,1995525
9679,5,2021,5,567720,266026,316732,1695183,176254,158018,1837929,4648974
9680,5,2021,7,469239,404898,206989,1622883,130733,119480,467788,587326
9681,2,2024,5,571950,77555,97654,2731638,56045,378709,621620,3181343
9682,2,2024,8,498394,335221,205652,932155,72220,137384,951096,1945442
9683,4,2024,7,462446,312906,63500,2382791,215136,247716,634896,3185556
9684,2,2023,3,702722,240564,351778,715296,151426,213492,1877655,1094208
9685,2,2025,9,735330,168425,322469,746441,243710,237013,521707,3570412
9686,3,2024,4,252437,365748,81300,2370299,152685,136212,469707,4899270
9687,2,2021,12,527803,78989,176176,1186270,50311,327854,343010,3546274
9688,4,2021,6,713056,404372,87299,1641611,234377,310050,551479,4068723
9689,5,2022,11,192709,224866,372690,1905078,254957,130478,1061873,1212823
9690,4,2021,1,909915,465676,347010,2517334,77257,398617,1945768,4091847
9691,3,2022,9,569539,327411,169214,2266175,238093,139006,708448,2932029
9692,5,2025,9,588193,479305,212409,1760171,130589,399862,330491,2576948
9693,2,2024,8,846656,204677,299366,2202630,95000,50120,1095099,4818698
9694,1,2024,7,531397,204903,278101,757870,152500,265185,1731934,3013190
9695,4,2023,10,840265,93466,313093,1031223,234610,162029,1735027,3845055
9696,4,2023,8,419259,216838,285900,1816842,292231,305217,1867109,3395973
9697,3,2025,1,913833,154101,222161,358255,269202,171294,1536456,2327692
9698,2,2023,5,618629,247533,278459,1242868,112316,195045,475710,2136568
9699,1,2021,2,851015,468348,179145,1186063,211611,219169,1157664,4241594
9700,4,2022,7,599371,212878,310601,2998092,258151,235277,1319817,2840436
9701,5,2021,2,993704,160470,362019,606502,98920,169555,499864,4569244
9702,5,2025,4,570178,380442,311534,1069080,247297,129688,450014,2214105
9703,4,2024,2,802349,401062,333367,1502317,248528,321924,1101906,3046245
9704,4,2021,10,964002,63373,221275,2630943,137611,192548,736712,4710091
9705,5,2025,4,417573,433301,289445,1930376,111922,271712,1783938,1491270
9706,3,2025,9,722782,323840,133230,1357374,92927,351875,1932002,2928896
9707,3,2022,3,120817,216299,90856,907618,77097,359721,1633257,1814990
9708,2,2023,1,891233,225000,64353,2151356,265454,322618,562674,4593521
9709,1,2023,2,584810,234811,203968,1385191,254445,58547,1180193,1586370
9710,4,2021,4,471426,64688,234428,665837,245378,385621,1374324,2703329
9711,2,2023,1,523117,373166,132443,2280688,262849,272286,1458645,1940409
9712,4,2021,12,662245,292570,376764,1294690,258931,321030,497775,3813204
9713,5,2025,12,660140,414398,381943,2125304,219199,188370,1645050,686711
9714,1,2022,12,452688,172364,52295,903863,165066,205529,241943,1816897
9715,1,2024,6,273251,389641,133854,1273889,293815,290335,1261917,3021057
9716,4,2021,10,229395,184263,379095,1516835,105812,314716,832687,3647943
9717,5,2025,11,881599,236997,226551,2053170,253725,107240,1096892,4050238
9718,4,2021,3,173721,316159,179681,1474497,224912,370511,1200348,4148753
9719,4,2025,9,823875,282745,237124,2812663,82514,373831,1424137,3371773
9720,1,2022,6,516776,53406,182760,1928439,99741,267582,648095,2814585
9721,3,2024,2,161682,61045,271060,2581096,203996,69914,474289,4626742
9722,5,2023,10,627865,85310,70990,1813744,139256,167566,1869556,4221076
9723,3,2025,11,458863,137739,104222,1549352,218935,321045,1202949,1929929
9724,2,2024,9,829227,321457,249798,2614105,165058,365596,341223,3067912
9725,5,2023,3,697897,251475,70713,1444910,71025,188141,1606150,4161495
9726,5,2025,6,369572,58004,391995,2684424,94562,358688,1919862,1844158
9727,1,2025,2,924702,133359,85259,2654192,77263,230114,873310,4397054
9728,1,2021,9,541887,134237,383670,2246953,289260,109440,762540,4435718
9729,2,2024,3,569793,461267,162352,2109800,172213,67324,1540698,2875616
9730,5,2024,3,582765,448637,59808,1934018,215786,399025,1332222,2165832
9731,2,2021,1,757769,310619,141029,2863018,107210,72602,208274,778414
9732,1,2025,11,991088,437459,271546,1968323,147361,338960,1479982,1467879
9733,3,2023,10,123272,281761,399934,1304741,271355,147536,528026,2584394
9734,1,2023,2,801528,116994,265156,709360,280831,387670,1184760,2700161
9735,1,2023,3,284255,469560,299980,756896,272537,191908,1550654,1782797
9736,5,2024,2,302800,370070,116804,1759612,123469,303363,1368341,1553269
9737,4,2025,11,414452,306061,259990,725380,290530,313809,1768296,3997046
9738,3,2022,12,247433,455756,51740,304203,145748,101510,888427,2129288
9739,3,2022,7,111597,60714,380415,1386545,231668,278118,1047197,4751489
